model,metric,mean,ci_low,ci_high
residual_transformer_fixed_age_split_seed42,mae,0.27964475161000885,0.25154556075736,0.3049846223268968
residual_transformer_fixed_age_split_seed42,rmse,0.35878535550543006,0.3277053234727191,0.3870083112477986
residual_transformer_fixed_age_split_seed42,r2,0.09198770547709562,-0.16169699735200427,0.2491382464404749
residual_transformer_fixed_age_split_seed42,gender_gap,0.032035488358878095,0.0,0.0909799123985328
residual_transformer_fixed_age_split_seed42,gender_worst_group_mae,0.2948322785947765,0.2652844505738865,0.3180765066267078
residual_transformer_fixed_age_split_seed42,age_gap,0.10030967229321655,0.033224934339743384,0.16088861307364521
residual_transformer_fixed_age_split_seed42,age_worst_group_mae,0.3179903802545641,0.292785032750877,0.354469396307477
residual_transformer_fixed_age_split_seed100,mae,0.27226073675156404,0.24088811429235824,0.3042368523192686
residual_transformer_fixed_age_split_seed100,rmse,0.35381702525987374,0.31214786525156907,0.3944334750574937
residual_transformer_fixed_age_split_seed100,r2,0.1254964321106864,-0.08840306919185095,0.29319511362117895
residual_transformer_fixed_age_split_seed100,gender_gap,0.03034323293324507,9.960599480759452e-05,0.0922268745687848
residual_transformer_fixed_age_split_seed100,gender_worst_group_mae,0.28595042434572404,0.24710078606785355,0.3152944098824839
residual_transformer_fixed_age_split_seed100,age_gap,0.10835965304887242,0.05238253834976315,0.1467363944640936
residual_transformer_fixed_age_split_seed100,age_worst_group_mae,0.31954129916242674,0.29424449087595156,0.3426304868039658
residual_transformer_fixed_age_split_seed2000,mae,0.28554919852033545,0.24370469612766144,0.32510725192897855
residual_transformer_fixed_age_split_seed2000,rmse,0.36347130586611626,0.31284206611040805,0.413059583801129
residual_transformer_fixed_age_split_seed2000,r2,0.07780850304981064,-0.18969746913509247,0.28898256838095104
residual_transformer_fixed_age_split_seed2000,gender_gap,0.03581571537793982,6.266589199083258e-05,0.11022990998425167
residual_transformer_fixed_age_split_seed2000,gender_worst_group_mae,0.30155811527649534,0.2528334481315646,0.34060536812548714
residual_transformer_fixed_age_split_seed2000,age_gap,0.13053204688008277,0.06442755587065667,0.18572157990498728
residual_transformer_fixed_age_split_seed2000,age_worst_group_mae,0.34443839402146376,0.2992981892643553,0.3812254636570238
residual_transformer_fixed_age_split_seed2025,mae,0.2798179352033218,0.24184069144423986,0.3185560513354609
residual_transformer_fixed_age_split_seed2025,rmse,0.35747314809951836,0.31239647925589437,0.4000690602076457
residual_transformer_fixed_age_split_seed2025,r2,0.10682698023010423,-0.07219402629173773,0.24200612977605687
residual_transformer_fixed_age_split_seed2025,gender_gap,0.03696316173906852,0.0,0.10700739675157528
residual_transformer_fixed_age_split_seed2025,gender_worst_group_mae,0.2947505391746531,0.25154223805808806,0.3324253694065515
residual_transformer_fixed_age_split_seed2025,age_gap,0.130540859540758,0.06299871636425351,0.17497588882822585
residual_transformer_fixed_age_split_seed2025,age_worst_group_mae,0.3391704175758894,0.32203584262247537,0.3687033402839446
residual_transformer_fixed_age_split_seed2026,mae,0.2990473043222363,0.26603410757707907,0.32668051015228583
residual_transformer_fixed_age_split_seed2026,rmse,0.3747074999603274,0.3393431195561853,0.40484798966935176
residual_transformer_fixed_age_split_seed2026,r2,0.013299130173135007,-0.2073697091722386,0.14609356064707477
residual_transformer_fixed_age_split_seed2026,gender_gap,0.034435013674793666,0.0007173555654060166,0.10470800310089357
residual_transformer_fixed_age_split_seed2026,gender_worst_group_mae,0.3116983104162458,0.27683631669293746,0.33735099616830877
residual_transformer_fixed_age_split_seed2026,age_gap,0.10864222092384362,0.03737615984412071,0.14136829418311883
residual_transformer_fixed_age_split_seed2026,age_worst_group_mae,0.3406250854008574,0.30986992743301045,0.353804498544724
residual_transformer_fixed_age_split_seed2027,mae,0.29614180303533316,0.26872458484083706,0.3256110027421391
residual_transformer_fixed_age_split_seed2027,rmse,0.37822157573191656,0.3473291182437659,0.4100394235038701
residual_transformer_fixed_age_split_seed2027,r2,-0.008500824746996821,-0.3392858163790329,0.20313436827446799
residual_transformer_fixed_age_split_seed2027,gender_gap,0.05319555325536464,0.0,0.11352163756525586
residual_transformer_fixed_age_split_seed2027,gender_worst_group_mae,0.3144722444257661,0.2827967354024339,0.35307652814887214
residual_transformer_fixed_age_split_seed2027,age_gap,0.09241198685133613,0.012356765416569097,0.20144780748033148
residual_transformer_fixed_age_split_seed2027,age_worst_group_mae,0.33154257798247877,0.287992635648845,0.4157555923667005
residual_transformer_fixed_age_split_seed2048,mae,0.2744796487424807,0.23833822459134157,0.3077852092367463
residual_transformer_fixed_age_split_seed2048,rmse,0.3513263380565584,0.3059299633712941,0.39033431311346956
residual_transformer_fixed_age_split_seed2048,r2,0.1398647405748357,-0.028646682795790378,0.27159467739917975
residual_transformer_fixed_age_split_seed2048,gender_gap,0.0331036345141747,0.0,0.08637430436290273
residual_transformer_fixed_age_split_seed2048,gender_worst_group_mae,0.29049105144989784,0.2425280494789868,0.32388871343410225
residual_transformer_fixed_age_split_seed2048,age_gap,0.11246640925595472,0.05357185807448411,0.13990046703343784
residual_transformer_fixed_age_split_seed2048,age_worst_group_mae,0.32939588453264235,0.2873903892256997,0.34866566455794196
residual_transformer_fixed_age_split_seed4096,mae,0.2771678439805422,0.25274994116621946,0.2972556363645108
residual_transformer_fixed_age_split_seed4096,rmse,0.35964660678670357,0.3286379458843543,0.38808025051277667
residual_transformer_fixed_age_split_seed4096,r2,0.09142904922929186,-0.13305398480898228,0.23431262467980524
residual_transformer_fixed_age_split_seed4096,gender_gap,0.026238900383040813,0.00010674338011323898,0.08476224792469851
residual_transformer_fixed_age_split_seed4096,gender_worst_group_mae,0.28803581401540596,0.2681773103817392,0.3119329451157243
residual_transformer_fixed_age_split_seed4096,age_gap,0.08731409423504866,0.03078480439990665,0.1307144053616851
residual_transformer_fixed_age_split_seed4096,age_worst_group_mae,0.3076931606032717,0.29246918076898104,0.32974178432136453
residual_transformer_fixed_age_split_seed7000,mae,0.28636939695239844,0.2614570065066482,0.31336963224103637
residual_transformer_fixed_age_split_seed7000,rmse,0.3628819514178524,0.3314682237987884,0.3950551381380013
residual_transformer_fixed_age_split_seed7000,r2,0.07018265292515787,-0.2035379964063022,0.25328955968142486
residual_transformer_fixed_age_split_seed7000,gender_gap,0.03057615602474399,0.00017015371028430846,0.09730389870682955
residual_transformer_fixed_age_split_seed7000,gender_worst_group_mae,0.2978996748834165,0.2687442641779423,0.3301957761789912
residual_transformer_fixed_age_split_seed7000,age_gap,0.09986241359287477,0.03106599062793062,0.18375922352221333
residual_transformer_fixed_age_split_seed7000,age_worst_group_mae,0.3293440508530488,0.29470337974002275,0.3959784640206231
residual_transformer_fixed_age_split_seed8192,mae,0.2759590630052513,0.2439544192069443,0.3073683568940867
residual_transformer_fixed_age_split_seed8192,rmse,0.35621313827468243,0.31690191443728827,0.393500537554328
residual_transformer_fixed_age_split_seed8192,r2,0.11123077632614212,-0.08438559737465318,0.2566088842519906
residual_transformer_fixed_age_split_seed8192,gender_gap,0.031015380349232003,0.0003515384330216629,0.08521620961963576
