metric,mean,std,min,median,max
test_mae,0.2918649492498004,0.017092092570417196,0.2625758166232662,0.29001480468278895,0.33105856764191527
test_rmse,0.3732228207627649,0.020650626870098027,0.3431589202887616,0.36705366660023386,0.4158516745189488
test_r2,0.058834795639199466,0.10605963591087332,-0.16522934609233886,0.09218742953845388,0.206539905055388
test_age_worst_group_mae,0.34824821728290256,0.020476881879643607,0.31858833221655747,0.3478617616151739,0.3799555566937443
test_age_gap,0.14982748705155774,0.02155377665184953,0.11201303288696449,0.14542611860864207,0.18235558296785603
test_gender_worst_group_mae,0.3040127839120214,0.019320357161677234,0.2815384330664615,0.2998050879729911,0.3496944405566152
test_gender_gap,0.026968732201149186,0.01882508913951568,0.0018641747604536962,0.022004217880863847,0.0625215872169001
test_subject_age_worst_group_mae,0.34552009562426345,0.01421634479997916,0.3214419147743763,0.3414656192103321,0.3740384377246071
test_subject_age_gap,0.14709936539291862,0.014436449638211406,0.12830573191381903,0.14568679285951963,0.17643846399871882
