subject_id,samples,true_mean,mean_mae,sd_mae,min_mae,max_mae
group02_subject_20,2459,2.7932086213908094,0.44122699273703975,0.007338304753826278,0.42991015919828474,0.45174274933246056
group02_subject_16,2090,2.852392344497608,0.36420711317701204,0.008739911250189834,0.355218928966796,0.3829303834997296
group01_subject_15,1116,2.6350806451612905,0.33429395013812624,0.010636646604959388,0.3223734611251448,0.35143724820947136
group02_subject_10,1320,2.8854166666666665,0.30700328214602035,0.0044269293503332,0.3011329927227714,0.31390314788529367
group03_subject_11,2523,3.162504954419342,0.3028257457027821,0.008590897430582374,0.28250612827033406,0.31194751384567276
group01_subject_08,1613,2.878642281463112,0.27104105959748603,0.008936012223091774,0.2537052520520186,0.28298021338404294
group01_subject_10,1610,2.8425465838509316,0.24715340183388373,0.00639672296653473,0.23765308338662852,0.25867167407681485
group02_subject_07,1050,3.0030952380952383,0.24148110700788955,0.006803167736357043,0.23387369905199323,0.25445137705121723
group01_subject_18,1855,2.8776280323450134,0.22509952980874362,0.008767809972771257,0.21017425722189026,0.23737574343411427
