subject_id,samples,true_mean,mean_mae,sd_mae,min_mae,max_mae
group03_subject_11,2523,3.162504954419342,0.37472468879645277,0.02606614085721399,0.33759060276438213,0.4285027168121217
group01_subject_15,1116,2.6350806451612905,0.3209131580313474,0.027392119452021194,0.2764254032924611,0.3651721165598934
group02_subject_20,2459,2.7932086213908094,0.31485702064571564,0.034077300868207594,0.2761041185341021,0.39029901344730583
group02_subject_10,1320,2.8854166666666665,0.3021022460316167,0.01529232044939408,0.28205549084778986,0.328380829818321
group02_subject_16,2090,2.852392344497608,0.26364658233651705,0.019560641773691236,0.24394665540120247,0.30660547514281206
group01_subject_10,1610,2.8425465838509316,0.2544341084527673,0.024827992012762,0.23263210746812524,0.31684830751478305
group02_subject_07,1050,3.0030952380952383,0.251737452121008,0.020516175313466892,0.22511064665658134,0.28326004618690126
group01_subject_18,1855,2.8776280323450134,0.2516681384269118,0.011692820178819547,0.2312392718065781,0.2616950726573358
group01_subject_08,1613,2.878642281463112,0.19360500280707799,0.00783525332139678,0.18362800230982876,0.20611265839365647
