run_name,subject_id,samples,mae,true_mean,pred_mean
visual_baseline_fixed_age_split_seed2027,group02_subject_16,2090,0.30660547514281206,2.852392344497608,2.975029802892767
visual_baseline_fixed_age_split_seed2027,group02_subject_20,2459,0.3294669110971818,2.7932086213908094,2.85381668532171
visual_baseline_fixed_age_split_seed2027,group03_subject_11,2523,0.35299844256101315,3.162504954419342,2.8491842684365905
visual_baseline_fixed_age_split_seed2048,group01_subject_08,1613,0.18362800230982876,2.878642281463112,2.8237851904699394
visual_baseline_fixed_age_split_seed2048,group01_subject_10,1610,0.23708643913269042,2.8425465838509316,2.97403559625519
visual_baseline_fixed_age_split_seed2048,group01_subject_15,1116,0.338421193929556,2.6350806451612905,2.8702445987304905
visual_baseline_fixed_age_split_seed2048,group01_subject_18,1855,0.26162982642489946,2.8776280323450134,2.8856105285192113
visual_baseline_fixed_age_split_seed2048,group02_subject_07,1050,0.24387498787471226,3.0030952380952383,3.0382445728211174
visual_baseline_fixed_age_split_seed2048,group02_subject_10,1320,0.28205549084778986,2.8854166666666665,2.8056064661705133
visual_baseline_fixed_age_split_seed2048,group02_subject_16,2090,0.2564854093715905,2.852392344497608,2.872949488995748
visual_baseline_fixed_age_split_seed2048,group02_subject_20,2459,0.2761041185341021,2.7932086213908094,2.7469626883754596
visual_baseline_fixed_age_split_seed2048,group03_subject_11,2523,0.3712461363262852,3.162504954419342,2.822194404749468
visual_baseline_fixed_age_split_seed4096,group01_subject_08,1613,0.1965282295922352,2.878642281463112,2.7811918752354563
visual_baseline_fixed_age_split_seed4096,group01_subject_10,1610,0.23263210746812524,2.8425465838509316,2.964335935012154
visual_baseline_fixed_age_split_seed4096,group01_subject_15,1116,0.2764254032924611,2.6350806451612905,2.8094703397015945
visual_baseline_fixed_age_split_seed4096,group01_subject_18,1855,0.26139101403742787,2.8776280323450134,2.858702632359096
visual_baseline_fixed_age_split_seed4096,group02_subject_07,1050,0.27510831219809395,3.0030952380952383,3.0889983660834175
visual_baseline_fixed_age_split_seed4096,group02_subject_10,1320,0.328380829818321,2.8854166666666665,2.834768311724518
visual_baseline_fixed_age_split_seed4096,group02_subject_16,2090,0.24511719537123539,2.852392344497608,2.9148406194157577
visual_baseline_fixed_age_split_seed4096,group02_subject_20,2459,0.282080144211256,2.7932086213908094,2.829133671733023
visual_baseline_fixed_age_split_seed4096,group03_subject_11,2523,0.4285027168121217,3.162504954419342,2.7666718281312352
visual_baseline_fixed_age_split_seed7000,group01_subject_08,1613,0.19620935678925489,2.878642281463112,2.8251239675508844
visual_baseline_fixed_age_split_seed7000,group01_subject_10,1610,0.242560711262389,2.8425465838509316,2.9790366551890877
visual_baseline_fixed_age_split_seed7000,group01_subject_15,1116,0.3651721165598934,2.6350806451612905,2.8108094678557474
visual_baseline_fixed_age_split_seed7000,group01_subject_18,1855,0.24692210469927106,2.8776280323450134,2.8894581479846306
visual_baseline_fixed_age_split_seed7000,group02_subject_07,1050,0.26833759239741733,3.0030952380952383,3.0675233429954165
visual_baseline_fixed_age_split_seed7000,group02_subject_10,1320,0.28676929582249033,2.8854166666666665,2.8174953836383243
