model,metric,mean,ci_low,ci_high
sensor_baseline_fixed_age_split_seed42,mae,0.30920059870562766,0.26280481693589747,0.3584463748048043
sensor_baseline_fixed_age_split_seed42,rmse,0.39493962026879553,0.3485792896778745,0.4401760682582244
sensor_baseline_fixed_age_split_seed42,r2,-0.09326002841807536,-0.2794576560555032,0.03136077490111894
sensor_baseline_fixed_age_split_seed42,gender_gap,0.06522755585783543,0.0,0.16763935147729297
sensor_baseline_fixed_age_split_seed42,gender_worst_group_mae,0.34837446219803325,0.2703876035479412,0.44206774239619606
sensor_baseline_fixed_age_split_seed42,age_gap,0.10980071638802244,0.024877296446612882,0.1961718260064868
sensor_baseline_fixed_age_split_seed42,age_worst_group_mae,0.3636673715319085,0.3015236456716434,0.44206774239619606
sensor_baseline_fixed_age_split_seed100,mae,0.31311337543934464,0.2672744378821585,0.3627373922585453
sensor_baseline_fixed_age_split_seed100,rmse,0.4002346017807341,0.35309968631409694,0.4463990143425854
sensor_baseline_fixed_age_split_seed100,r2,-0.11498694762077531,-0.2645802362751346,-0.009124230819193654
sensor_baseline_fixed_age_split_seed100,gender_gap,0.058260685897196754,0.00020526966181615163,0.14983679165326572
sensor_baseline_fixed_age_split_seed100,gender_worst_group_mae,0.3469415172320047,0.27915703396351016,0.42991015919828474
sensor_baseline_fixed_age_split_seed100,age_gap,0.10599473789818452,0.030253577164850946,0.18207622308749796
sensor_baseline_fixed_age_split_seed100,age_worst_group_mae,0.36104339696874,0.31068099324683374,0.42991015919828474
sensor_baseline_fixed_age_split_seed2000,mae,0.3118036817268045,0.266558319645677,0.36380281727214336
sensor_baseline_fixed_age_split_seed2000,rmse,0.3939219442310453,0.3506409705069428,0.44071266614229065
sensor_baseline_fixed_age_split_seed2000,r2,-0.07956374679761107,-0.2853859205874184,0.07006575483067247
sensor_baseline_fixed_age_split_seed2000,gender_gap,0.06608086383091907,7.687845597091213e-05,0.16342629430742694
sensor_baseline_fixed_age_split_seed2000,gender_worst_group_mae,0.35228416491782377,0.27655807116913056,0.43758721243031096
sensor_baseline_fixed_age_split_seed2000,age_gap,0.10304032355853207,0.020456375992993693,0.19109876864574685
sensor_baseline_fixed_age_split_seed2000,age_worst_group_mae,0.3611590308074866,0.28250612827033406,0.43758721243031096
sensor_baseline_fixed_age_split_seed2025,mae,0.31087589071984034,0.26543766789754064,0.3602467979894688
sensor_baseline_fixed_age_split_seed2025,rmse,0.3955507498916221,0.3495248024271247,0.4402519675413361
sensor_baseline_fixed_age_split_seed2025,r2,-0.09272984750233147,-0.27147448093784804,0.02692349750857304
sensor_baseline_fixed_age_split_seed2025,gender_gap,0.06396512823587472,0.0,0.15699452180034337
sensor_baseline_fixed_age_split_seed2025,gender_worst_group_mae,0.3495505727752854,0.2776300567170514,0.4303085297867262
sensor_baseline_fixed_age_split_seed2025,age_gap,0.10262656995067648,0.028275344909219388,0.18812968234157149
sensor_baseline_fixed_age_split_seed2025,age_worst_group_mae,0.36074188791607775,0.3072958256203269,0.4303085297867262
sensor_baseline_fixed_age_split_seed2026,mae,0.3129486741948652,0.26501861439150304,0.3628620451888423
sensor_baseline_fixed_age_split_seed2026,rmse,0.3974635639550489,0.3499830542996979,0.44231268339303886
sensor_baseline_fixed_age_split_seed2026,r2,-0.10688868014642412,-0.2963571099614298,0.02593259333257618
sensor_baseline_fixed_age_split_seed2026,gender_gap,0.07276731769350685,0.0014236419432916705,0.17783021341220548
sensor_baseline_fixed_age_split_seed2026,gender_worst_group_mae,0.3568894640708883,0.28298021338404294,0.45174274933246056
sensor_baseline_fixed_age_split_seed2026,age_gap,0.11069204364231985,0.025554155722720625,0.20407814975851346
sensor_baseline_fixed_age_split_seed2026,age_worst_group_mae,0.3673494608393441,0.30240790219331515,0.45174274933246056
sensor_baseline_fixed_age_split_seed2027,mae,0.30924786011169914,0.261152819911335,0.3595615571653928
sensor_baseline_fixed_age_split_seed2027,rmse,0.39426922343111004,0.3450055916551161,0.43973530546472894
sensor_baseline_fixed_age_split_seed2027,r2,-0.08519074996682449,-0.24103819644377397,0.020624888247162246
sensor_baseline_fixed_age_split_seed2027,gender_gap,0.06765074303531805,0.0,0.16887752742174963
sensor_baseline_fixed_age_split_seed2027,gender_worst_group_mae,0.34996887087883255,0.2704173351363843,0.43996261677736187
sensor_baseline_fixed_age_split_seed2027,age_gap,0.10948689467620298,0.03164009622230046,0.1996396643883852
sensor_baseline_fixed_age_split_seed2027,age_worst_group_mae,0.36157033393740656,0.31194751384567276,0.43996261677736187
sensor_baseline_fixed_age_split_seed2048,mae,0.3105048916064865,0.26152730499394217,0.36377336093165347
sensor_baseline_fixed_age_split_seed2048,rmse,0.39409896451668114,0.34523218992284227,0.4444923217415635
sensor_baseline_fixed_age_split_seed2048,r2,-0.08147187187183641,-0.257826384651229,0.04669291937847071
sensor_baseline_fixed_age_split_seed2048,gender_gap,0.07158758664436127,0.0,0.17796364383159805
sensor_baseline_fixed_age_split_seed2048,gender_worst_group_mae,0.35340143438146004,0.27233642905082156,0.44952528735591707
sensor_baseline_fixed_age_split_seed2048,age_gap,0.11258541896150082,0.031004352093271022,0.20850720175771187
sensor_baseline_fixed_age_split_seed2048,age_worst_group_mae,0.3641076735834937,0.30625262337925413,0.44952528735591707
sensor_baseline_fixed_age_split_seed4096,mae,0.3150169397810472,0.2663580593814952,0.36745295731931094
sensor_baseline_fixed_age_split_seed4096,rmse,0.3978215622021166,0.3489394848972393,0.448090868435964
sensor_baseline_fixed_age_split_seed4096,r2,-0.10706179180837401,-0.3131260191532901,0.03598420533367573
sensor_baseline_fixed_age_split_seed4096,gender_gap,0.06630141880042137,0.00042480593248211864,0.16495851635242656
sensor_baseline_fixed_age_split_seed4096,gender_worst_group_mae,0.3540083476016905,0.2766047229538308,0.4459462104749272
sensor_baseline_fixed_age_split_seed4096,age_gap,0.11191902330101831,0.0301085413036501,0.20177492899206484
sensor_baseline_fixed_age_split_seed4096,age_worst_group_mae,0.3675342173078091,0.2972784535638217,0.4459462104749272
sensor_baseline_fixed_age_split_seed7000,mae,0.3151678899634994,0.2733531255188995,0.36308392027103076
sensor_baseline_fixed_age_split_seed7000,rmse,0.40060432642203775,0.357473553239199,0.4455800860511967
sensor_baseline_fixed_age_split_seed7000,r2,-0.12597129694124728,-0.3196240464269449,0.006924081853694355
sensor_baseline_fixed_age_split_seed7000,gender_gap,0.06590157400395018,0.00038261719127292586,0.16066113742360671
sensor_baseline_fixed_age_split_seed7000,gender_worst_group_mae,0.35429533819119047,0.28218464868454746,0.4454629298098061
sensor_baseline_fixed_age_split_seed7000,age_gap,0.1079560972444334,0.02767490225589514,0.19375609801397742
sensor_baseline_fixed_age_split_seed7000,age_worst_group_mae,0.3686154262980458,0.3085631544609841,0.4454629298098061
sensor_baseline_fixed_age_split_seed8192,mae,0.31027391849309144,0.26559236105821665,0.3574693323929859
sensor_baseline_fixed_age_split_seed8192,rmse,0.3937449023357909,0.34894165800848215,0.43731006350461354
sensor_baseline_fixed_age_split_seed8192,r2,-0.08357175712171491,-0.25832545172563215,0.04392788299011399
sensor_baseline_fixed_age_split_seed8192,gender_gap,0.06812590532117802,0.0004831560779665972,0.1620292489098905
sensor_baseline_fixed_age_split_seed8192,gender_worst_group_mae,0.351623291432721,0.2744218760666017,0.4397564898084072
sensor_baseline_fixed_age_split_seed8192,age_gap,0.10660845979077294,0.026759591108747604,0.20210340642177868
sensor_baseline_fixed_age_split_seed8192,age_worst_group_mae,0.36059175604877,0.29980121677563487,0.4397564898084072
