run_name,subject_id,samples,mae,true_mean,pred_mean
sensor_baseline_fixed_age_split_seed2025,group01_subject_18,1855,0.22235930872092027,2.8776280323450134,2.956505109421969
sensor_baseline_fixed_age_split_seed2025,group02_subject_07,1050,0.24584709485371908,3.0030952380952383,2.9340829617636546
sensor_baseline_fixed_age_split_seed2025,group02_subject_10,1320,0.3041469890059847,2.8854166666666665,2.961039617025491
sensor_baseline_fixed_age_split_seed2025,group02_subject_16,2090,0.36191839783955987,2.852392344497608,2.9319209603031284
sensor_baseline_fixed_age_split_seed2025,group02_subject_20,2459,0.4303085297867262,2.7932086213908094,3.0018151087603853
sensor_baseline_fixed_age_split_seed2025,group03_subject_11,2523,0.3072958256203269,3.162504954419342,2.967167623450347
sensor_baseline_fixed_age_split_seed2026,group01_subject_08,1613,0.28298021338404294,2.878642281463112,2.7551132790139206
sensor_baseline_fixed_age_split_seed2026,group01_subject_10,1610,0.25144523167462085,2.8425465838509316,2.8723765659036102
sensor_baseline_fixed_age_split_seed2026,group01_subject_15,1116,0.33623593468819896,2.6350806451612905,2.913645668269058
sensor_baseline_fixed_age_split_seed2026,group01_subject_18,1855,0.21017425722189026,2.8776280323450134,2.9755863503304454
sensor_baseline_fixed_age_split_seed2026,group02_subject_07,1050,0.2484350077311198,3.0030952380952383,2.945660698754447
sensor_baseline_fixed_age_split_seed2026,group02_subject_10,1320,0.3078556057178613,2.8854166666666665,2.942759283022447
sensor_baseline_fixed_age_split_seed2026,group02_subject_16,2090,0.3583313501622688,2.852392344497608,2.919274477753343
sensor_baseline_fixed_age_split_seed2026,group02_subject_20,2459,0.45174274933246056,2.7932086213908094,3.035353154465162
sensor_baseline_fixed_age_split_seed2026,group03_subject_11,2523,0.30240790219331515,3.162504954419342,2.9709726368393445
sensor_baseline_fixed_age_split_seed2027,group01_subject_08,1613,0.26639447209263023,2.878642281463112,2.7618864654238298
sensor_baseline_fixed_age_split_seed2027,group01_subject_10,1610,0.24032295238897666,2.8425465838509316,2.873834278568718
sensor_baseline_fixed_age_split_seed2027,group01_subject_15,1116,0.3274130596909472,2.6350806451612905,2.9008659083783415
sensor_baseline_fixed_age_split_seed2027,group01_subject_18,1855,0.22221984567667918,2.8776280323450134,2.968912878704842
sensor_baseline_fixed_age_split_seed2027,group02_subject_07,1050,0.23457885991959346,3.0030952380952383,2.9300804812567574
sensor_baseline_fixed_age_split_seed2027,group02_subject_10,1320,0.31232729373556195,2.8854166666666665,2.9553021281054526
sensor_baseline_fixed_age_split_seed2027,group02_subject_16,2090,0.355218928966796,2.852392344497608,2.928744404966181
sensor_baseline_fixed_age_split_seed2027,group02_subject_20,2459,0.43996261677736187,2.7932086213908094,3.020198580500264
sensor_baseline_fixed_age_split_seed2027,group03_subject_11,2523,0.31194751384567276,3.162504954419342,2.9568061835228145
sensor_baseline_fixed_age_split_seed2048,group01_subject_08,1613,0.27233642905082156,2.878642281463112,2.7612823513229663
sensor_baseline_fixed_age_split_seed2048,group01_subject_10,1610,0.2410180855982052,2.8425465838509316,2.8713593293421016
sensor_baseline_fixed_age_split_seed2048,group01_subject_15,1116,0.3223734611251448,2.6350806451612905,2.890834435339897
sensor_baseline_fixed_age_split_seed2048,group01_subject_18,1855,0.21846862173466028,2.8776280323450134,2.9760711257348484
sensor_baseline_fixed_age_split_seed2048,group02_subject_07,1050,0.23804613862718854,3.0030952380952383,2.9094072080793834
sensor_baseline_fixed_age_split_seed2048,group02_subject_10,1320,0.30336297118302546,2.8854166666666665,2.913831126870531
sensor_baseline_fixed_age_split_seed2048,group02_subject_16,2090,0.3607349585117906,2.852392344497608,2.9376081879629474
sensor_baseline_fixed_age_split_seed2048,group02_subject_20,2459,0.44952528735591707,2.7932086213908094,3.0192048491477577
sensor_baseline_fixed_age_split_seed2048,group03_subject_11,2523,0.30625262337925413,3.162504954419342,2.9637103634508084
sensor_baseline_fixed_age_split_seed4096,group01_subject_08,1613,0.26713428597825695,2.878642281463112,2.788757554507743
sensor_baseline_fixed_age_split_seed4096,group01_subject_10,1610,0.24417128148286238,2.8425465838509316,2.899824191324459
sensor_baseline_fixed_age_split_seed4096,group01_subject_15,1116,0.3506724197804714,2.6350806451612905,2.937678423406403
sensor_baseline_fixed_age_split_seed4096,group01_subject_18,1855,0.23737574343411427,2.8776280323450134,3.001086898762582
sensor_baseline_fixed_age_split_seed4096,group02_subject_07,1050,0.2345132237388974,3.0030952380952383,2.94321594783238
sensor_baseline_fixed_age_split_seed4096,group02_subject_10,1320,0.3114145472194209,2.8854166666666665,2.9699038142507725
sensor_baseline_fixed_age_split_seed4096,group02_subject_16,2090,0.3738086238432159,2.852392344497608,2.9614782250098632
sensor_baseline_fixed_age_split_seed4096,group02_subject_20,2459,0.4459462104749272,2.7932086213908094,3.0357158684352394
sensor_baseline_fixed_age_split_seed4096,group03_subject_11,2523,0.2972784535638217,3.162504954419342,2.9902059412928645
sensor_baseline_fixed_age_split_seed7000,group01_subject_08,1613,0.28088825220508895,2.878642281463112,2.7699471186645566
sensor_baseline_fixed_age_split_seed7000,group01_subject_10,1610,0.2517068317958287,2.8425465838509316,2.8880711537710626
sensor_baseline_fixed_age_split_seed7000,group01_subject_15,1116,0.339850477420301,2.6350806451612905,2.919955960738616
