subject_id,samples,true_mean,mean_mae,sd_mae,min_mae,max_mae
group01_subject_15,1112,2.6346672661870505,0.3630130090301843,0.03494690819260392,0.2988927460831704,0.4218879597221347
group02_subject_20,2450,2.7929591836734695,0.3326599892012927,0.026393465331148582,0.29852943790202235,0.38730564983523624
group03_subject_11,2514,3.1620922832140015,0.31891532977042736,0.03464243209926315,0.2802949829905775,0.3977856963232764
group02_subject_10,1315,2.885171102661597,0.30084110787612856,0.02566479571494238,0.26256207585788044,0.343885644579115
group02_subject_16,2082,2.8531460134486073,0.2955095826262585,0.04485302669564918,0.23694384590464068,0.40668484182110437
group01_subject_10,1604,2.8421134663341645,0.2707851355361225,0.028663318272069055,0.22550283822038228,0.32026430778669895
group02_subject_07,1046,3.003585086042065,0.258511869059466,0.022778329276911664,0.22068982233736756,0.2885619404211099
group01_subject_18,1848,2.877840909090909,0.25829991795025864,0.03048853682177794,0.21588817767766647,0.3097514430165807
group01_subject_08,1608,2.878731343283582,0.20935666304619155,0.012802343772370378,0.19410482048988342,0.23305807006892873
