run_seed,model,attribute,attention_bin,gender,n_samples,n_subjects,window_mae,subject_balanced_mae,age_group
8192,subject_gender_gap,age_group,"(2.5, 3.0]",,2209,3,0.1465750668803293,0.14316961995965174,"(22.0, 26.0]"
8192,subject_gender_gap,age_group,"(2.5, 3.0]",,1211,1,0.1340142977720051,0.1340142977720051,"(26.0, 44.0]"
8192,subject_gender_gap,age_group,"(3.0, 3.5]",,772,3,0.24376221641975362,0.2552271502588907,"(13.0, 20.0]"
8192,subject_gender_gap,age_group,"(3.0, 3.5]",,512,2,0.3600650322623551,0.35621023786872724,"(20.0, 22.0]"
8192,subject_gender_gap,age_group,"(3.0, 3.5]",,1509,3,0.3720682318278541,0.3771524041869679,"(22.0, 26.0]"
8192,subject_gender_gap,age_group,"(3.0, 3.5]",,162,1,0.3834324736654023,0.3834324736654023,"(26.0, 44.0]"
8192,subject_gender_gap,age_group,"(3.5, 4.75]",,202,3,0.4283724291489856,0.5462918807321521,"(13.0, 20.0]"
8192,subject_gender_gap,age_group,"(3.5, 4.75]",,38,2,0.6902638046365035,0.6902638046365035,"(20.0, 22.0]"
8192,subject_gender_gap,age_group,"(3.5, 4.75]",,488,3,0.754078919281725,0.8080727484009214,"(22.0, 26.0]"
8192,subject_gender_gap,age_group,"(3.5, 4.75]",,35,1,0.4833831105913435,0.4833831105913435,"(26.0, 44.0]"
