metric,mean,std,min,median,max
test_mae,0.2877790357884191,0.007518986453371251,0.2793671307005093,0.28648129608753725,0.30168995408336047
test_rmse,0.36917615750911303,0.009539153364010334,0.35344302475353895,0.36956439532482377,0.38532424558789036
test_r2,0.08111178892287575,0.04747034033591225,-0.0004310863865029102,0.07970176577095983,0.15826897498360448
test_gender_worst_group_mae,0.2955035453950208,0.011285824835811947,0.2795713528298345,0.2926076776066221,0.3202059010610316
test_gender_gap,0.021533786197506198,0.015124598672072293,0.0005922138750238393,0.024027538249454194,0.05369349906210419
test_gender_worst_group_mae,0.2955035453950208,0.011285824835811947,0.2795713528298345,0.2926076776066221,0.3202059010610316
test_gender_gap,0.021533786197506198,0.015124598672072293,0.0005922138750238393,0.024027538249454194,0.05369349906210419
test_subject_gender_worst_group_mae,0.28943415309795,0.007733014087059164,0.27564981088064416,0.28904619046040464,0.3010951929449393
test_subject_gender_gap,0.02059789277552044,0.012370510342831926,0.0007496540695239862,0.02295447129566411,0.040713151630604294
