model,metric,mean,ci_low,ci_high
subject_gender_mae_gap_residual_transformer_lambda0p7_seed4096,gender_gap,0.03427511722913282,5.3948371639364633e-05,0.09906412057176212
subject_gender_mae_gap_residual_transformer_lambda0p7_seed4096,gender_worst_group_mae,0.29067717596499076,0.2560997657245954,0.32602616777928006
subject_gender_mae_gap_residual_transformer_lambda0p7_seed4096,age_gap,0.10952334897248653,0.049554485472823914,0.15956582090473376
subject_gender_mae_gap_residual_transformer_lambda0p7_seed4096,age_worst_group_mae,0.32819178991455916,0.2685137776854616,0.3622379267069257
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,mae,0.28209447538163024,0.2533853662857492,0.3108241893211978
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,rmse,0.36113859331161724,0.3344850072594176,0.38850340166895897
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,r2,0.07568291351771754,-0.2614462165485252,0.28293689671753647
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,gender_gap,0.03532971319308231,0.000110583525956387,0.09174166582830369
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,gender_worst_group_mae,0.299474875853162,0.26128061159807003,0.3353047095551244
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,age_gap,0.1096844519819997,0.03174597435196709,0.17539835619490493
subject_gender_mae_gap_residual_transformer_lambda0p7_seed7000,age_worst_group_mae,0.3262509239308876,0.28757193918150614,0.37297491745282246
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,mae,0.2820014460348119,0.255253417438152,0.30570576095934754
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,rmse,0.36244564743084323,0.33284272441800455,0.3884842421493174
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,r2,0.07695512109110204,-0.16569658486437688,0.24151178009115543
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,gender_gap,0.029929931872409297,6.294572898049859e-05,0.0915125762904001
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,gender_worst_group_mae,0.29277093989585196,0.2672326884115151,0.3175275593537472
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,age_gap,0.09363795600173123,0.03307773893882463,0.1564319267245072
subject_gender_mae_gap_residual_transformer_lambda0p7_seed8192,age_worst_group_mae,0.3181841196164235,0.29909029458780123,0.36221948682620964
